Identifiant ArcGIS;Nom du site;Adresse;Code Site;Arrondissement;geo_shape;geo_point_2d
194;SQUARE ASPIRANT DUNAND;RUE MOUTON DUVERNET;PARIS_WIFI_1414;75014;"{""type"": ""Point"", ""coordinates"": [2.3258624010524613, 48.83186225803826]}";48.831862258, 2.32586240105
253;SQUARE ERNEST CHAUSSON;55, AVENUE DE CLICHY;PARIS_WIFI_1714;75017;"{""type"": ""Point"", ""coordinates"": [2.3251541506882334, 48.887360548589086]}";48.8873605486, 2.32515415069
283;PARC DES BUTTES CHAUMONT (VILLETTE);7, RUE BOTZARIS;PARIS_WIFI_1915;75019;"{""type"": ""Point"", ""coordinates"": [2.388431930028126, 48.87977403278306]}";48.8797740328, 2.38843193003
218;PARC GEORGES BRASSENS (ROTONDE);2, PLACE JACQUES MARETTE;PARIS_WIFI_1520;75015;"{""type"": ""Point"", ""coordinates"": [2.300202096786847, 48.83243922003396]}";48.83243922, 2.30020209679
226;BIBLIOTHEQUE GERMAINE TILLION (EX : TROCADERO);2, RUE DU COMMANDANT SCHLOESING;PARIS_WIFI_1602;75016;"{""type"": ""Point"", ""coordinates"": [2.284970653661501, 48.86188876252404]}";48.8618887625, 2.28497065366
300;JARDIN DES AMANDIERS;RUE DES CENDRIERS;PARIS_WIFI_2010;75020;"{""type"": ""Point"", ""coordinates"": [2.387800280277418, 48.86588685026362]}";48.8658868503, 2.38780028028
211;MAIRIE  15;31, RUE PECLET;PARIS_WIFI_1512;75015;"{""type"": ""Point"", ""coordinates"": [2.299958836832294, 48.84128224045719]}";48.8412822405, 2.29995883683
245;MAIRIE  17;16-20, RUE DES BATIGNOLLES;PARIS_WIFI_1706;75017;"{""type"": ""Point"", ""coordinates"": [2.3218158273182476, 48.884490686848444]}";48.8844906868, 2.32181582732
207;CENTRE SPORTIF SUZANNE LENGLEN (ENTREE);2, RUE LOUIS ARMAND;PARIS_WIFI_1508;75015;"{""type"": ""Point"", ""coordinates"": [2.2756944959828713, 48.832479476457095]}";48.8324794765, 2.27569449598
286;PARC DES BUTTES CHAUMONT (FESSARD);3, RUE BOTZARIS;PARIS_WIFI_1918;75019;"{""type"": ""Point"", ""coordinates"": [2.3808195131916174, 48.87788873526401]}";48.8778887353, 2.38081951319
288;SQUARE CLAUDE BERNARD (ex JARDIN D AUBERVILLIERS);BOULEVARD MACDONALD;PARIS_WIFI_1920;75019;"{""type"": ""Point"", ""coordinates"": [2.374504111567543, 48.89925587796653]}";48.899255878, 2.37450411157
222;SQUARE SAINT LAMBERT;RUE DU DOCTEUR JACQUEMAIRE;PARIS_WIFI_1524;75015;"{""type"": ""Point"", ""coordinates"": [2.2959632662116083, 48.84248585866842]}";48.8424858587, 2.29596326621
231;MAIRIE  16;71, AVENUE HENRI MARTIN;PARIS_WIFI_1607;75016;"{""type"": ""Point"", ""coordinates"": [2.276602358325428, 48.863946774156496]}";48.8639467742, 2.27660235833
240;BIBLIOTHEQUE BATIGNOLLES;18, RUE DES BATIGNOLLES;PARIS_WIFI_1701;75017;"{""type"": ""Point"", ""coordinates"": [2.3220752238377282, 48.88433774966841]}";48.8843377497, 2.32207522384
248;SQUARE DES EPINETTES;RUE MARIA DERAISMES;PARIS_WIFI_1709;75017;"{""type"": ""Point"", ""coordinates"": [2.326895116534895, 48.894926850990906]}";48.894926851, 2.32689511653
249;SQUARE DE LA VILLA ST-CROIX;32, RUE DE LA JONQUIERE;PARIS_WIFI_1710;75017;"{""type"": ""Point"", ""coordinates"": [2.3245130897493578, 48.89408225823804]}";48.8940822582, 2.32451308975
268;BIBLIOTHEQUE VACLAV HAVEL;26 ESPLANADE NATHALIE SARRAUTE;PARIS_WIFI_1815;75018;"{""type"": ""Point"", ""coordinates"": [2.3629002320763965, 48.88900698223251]}";48.8890069822, 2.36290023208
292;BIBLIOTHEQUE COURONNES;66, RUE DES COURONNES;PARIS_WIFI_2002;75020;"{""type"": ""Point"", ""coordinates"": [2.3852418633276873, 48.8701360019595]}";48.870136002, 2.38524186333
252;SQUARE DU CARDINAL PETIT DE JULLEVILLE;2, RUE GUSTAVE CHARPENTIER;PARIS_WIFI_1713;75017;"{""type"": ""Point"", ""coordinates"": [2.2821625585704575, 48.88246734037603]}";48.8824673404, 2.28216255857
278;MAIRIE  19;5, PLACE ARMAND CARREL;PARIS_WIFI_1910;75019;"{""type"": ""Point"", ""coordinates"": [2.3820453334217926, 48.882808776877035]}";48.8828087769, 2.38204533342
298;CENTRE SPORTIF LOUIS LUMIERE;30, RUE LOUIS LUMIERE;PARIS_WIFI_2008;75020;"{""type"": ""Point"", ""coordinates"": [2.4117583076917235, 48.85906754348932]}";48.8590675435, 2.41175830769
242;BIBLIOTHEQUE ROSTAND;11, RUE NICOLAS CHUQUET;PARIS_WIFI_1703;75017;"{""type"": ""Point"", ""coordinates"": [2.3032610948360994, 48.8885022914527]}";48.8885022915, 2.30326109484
287;SOLARIUM EDOUARD PAILLERON;39, RUE EDOUARD PAILLERON;PARIS_WIFI_1919;75019;"{""type"": ""Point"", ""coordinates"": [2.377486168768833, 48.8807564883101]}";48.8807564883, 2.37748616877
312;SQUARE DE LA SALAMANDRE;RUE SAINT BLAISE;PARIS_WIFI_2022;75020;"{""type"": ""Point"", ""coordinates"": [2.4060519694491957, 48.85770721706527]}";48.8577072171, 2.40605196945
322;MAISON DES ASSOCIATIONS DU 11;8, RUE DU GENERAL RENAULT;PARIS_WIFI_1109;75011;"{""type"": ""Point"", ""coordinates"": [2.3784836288614013, 48.86126329151107]}";48.8612632915, 2.37848362886
310;PISCINE GEORGES VALLEREY;148, AVENUE GAMBETTA;PARIS_WIFI_2020;75020;"{""type"": ""Point"", ""coordinates"": [2.4061732344415283, 48.87537547558354]}";48.8753754756, 2.40617323444
313;SQUARE EDOUARD VAILLANT;RUE BELGRAND;PARIS_WIFI_2023;75020;"{""type"": ""Point"", ""coordinates"": [2.4002516004598315, 48.865116479843564]}";48.8651164798, 2.40025160046
